Brand,Processor,OS,RAM,RAM_Type,SSD,Display,Selling_Price,Original_Price,Discount_on_OriginalPrice,Rating
Lenovo,Intel Core i7,Windows 11,16,LPDDR5,1 TB,14,"89,990","1,62,290",44,4.5
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
Apple,Apple M4,Mac OS,16,Unified Memory,512 GB,15.3,"1,37,990","1,44,900",4,4.9
Acer,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"89,999",,,4.3
HP,AMD Ryzen 5 Hexa Core,64 bit Windows 11,8,DDR4,512 GB,15.6,"77,132",,,4.2
HP,AMD Ryzen 5 Hexa Core,64 bit Windows 11,8,DDR5,512 GB,15.6,"41,990","74,990",44,
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
HP,Intel Core i3,64 bit Windows 11,16,DDR4,512 GB,14,"42,990","74,990",42,3.6
ASUS,Intel Core i5,Windows 11,8,DDR4,512 GB,15.6,"57,339","69,990",18,4.2
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
Lenovo,Intel Core i3,Windows 11,8,DDR4,512 GB,15.6,"38,990","64,290",39,4.2
ASUS,Intel Core Ultra 5,Windows 11 Home,16,DDR5,512 GB,16,"68,990","92,990",25,4.3
HP,Intel Core Ultra 5,Windows 11 Home,16,DDR5,512 GB,14,"67,990","73,871",7,
Acer,AMD Ryzen 3 Quad Core,64 bit Windows 11,16,DDR4,512 GB,14,"39,990","39,999",,4
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
ASUS,AMD Ryzen 5 Hexa Core,64 bit Windows 11,8,DDR4,256 GB,15.6,"50,990","70,990",28,4.4
Lenovo,AMD Ryzen 3 Quad Core,Windows 11,8,LPDDR5,512 GB,15.6,"37,990","64,090",40,4
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
Infinix,Intel Core i9,Windows 11,32,LPDDR5X,1 TB,16,"99,990","1,49,990",33,4.4
HP,Intel Celeron Dual Core,64 bit Windows 11 Home,8,DDR4,256 GB,15.6,"30,990","40,990",24,
DELL,Intel Core 3,64 bit Windows 11 Home,16,DDR5,512 GB,14,"45,990","78,990",41,
ASUS,Intel Core i3,Windows 11,8,DDR4,512 GB,15.6,"46,048","57,990",20,3.7
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
HP,Intel Core i5,64 bit Windows 10,8,DDR4,512 GB,14,"49,950","56,999",12,
Infinix,Intel Core i5,Windows 11,16,LPDDR5,512 GB,15.6,"59,990","79,990",25,4.1
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
Infinix,Intel Core i5,Windows 11,16,LPDDR4X,512 GB,16,"43,500","64,999",33,4.3
Apple,Apple M5,Mac OS,24,Unified Memory,1 TB,14,"1,98,990","2,09,900",5,
DELL,AMD Ryzen 3 Dual Core,64 bit Windows 11,8,DDR4,256 GB,14.9,"36,990","47,695",22,4.2
HP,Intel Celeron Dual Core,64 bit Windows 11,8,DDR4,256 GB,15.6,"38,990","39,990",2,4
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
ASUS,Intel Celeron Dual Core,Chrome,8,LPDDR4X,,15.6,"23,990",,,4
Acer,Intel Core i7,64 bit Windows 11 Home,16,DDR4,512 GB,15.6,"84,990","99,999",15,4.3
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
DELL,Intel Core i5,64 bit Windows 10,8,DDR4,256 GB,15.6,"49,990","84,476",40,4.1
Acer,AMD Ryzen 5 Hexa Core,Windows 11,16,DDR4,1 TB,15.6,"47,990","69,999",31,
HP,AMD Ryzen AI 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,16,"1,34,990","1,62,996",17,4.6
HP,AMD Ryzen 3 Quad Core,64 bit Windows 11,8,DDR4,512 GB,15.6,"40,059","48,900",18,4.3
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
Apple,Apple M3,Mac OS,8,Unified Memory,512 GB,13,"1,18,990","1,34,900",11,4.7
HP,AMD Ryzen 3 Quad Core,64 bit Windows 11 Home,16,LPDDR5,512 GB,15.6,"39,790","45,000",11,3.9
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
Apple,Apple M3,Mac OS,16,Unified Memory,256 GB,13.6,"90,590","1,14,900",21,4.6
ASUS,Intel Core i5,Windows 11 Home,16,DDR4,512 GB,15.6,"52,990","69,990",24,4.2
ASUS,Intel Core Ultra 5,Windows 11 Home,16,DDR5,512 GB,16,"64,000","92,990",31,4.3
HP,Intel Core i5,64 bit Windows 11,24,DDR4,512 GB,14,"57,990","86,990",33,
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
Lenovo,Intel Celeron Dual Core,64 bit Windows 11,4,DDR4,256 GB,11.6,"27,290","38,990",30,3.7
Acer,Intel Core i7,64 bit Windows 11 Home,16,LPDDR5,1 TB,15.6,"62,990","74,990",16,3.9
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
Acer,Intel Core i7,64 bit Windows 11 Home,16,DDR4,512 GB,15.6,"94,990","94,999",,4.1
Acer,Intel Core i5,Windows 11,8,DDR4,512 GB,15.6,"71,990","79,999",10,4.3
Lenovo,Intel Core i7,Windows 11,16,LPDDR5X,512 GB,13.9,"89,990","1,36,090",33,4.6
ASUS,Intel Celeron Dual Core,Chrome,4,LPDDR4X,,14,"20,489","32,990",37,3.8
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
HP,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"80,818","95,631",15,
HP,AMD Ryzen 7 Octa Core,Windows 11 Home,16,DDR5,1 TB,16.1,"1,37,142",,,4.4
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
Acer,Intel Celeron Dual Core,Chrome,8,LPDDR4X,,15.6,"23,990","33,999",29,3.8
ASUS,Intel Core 7,Windows 11 Home,16,DDR5,512 GB,16,"92,990","1,13,990",18,4.3
HP,Intel Celeron Dual Core,Windows 11,8,DDR4,256 GB,15.6,"38,999","39,990",2,4.2
HP,Intel Celeron Dual Core,64 bit Windows 11,8,DDR4,256 GB,15.6,"39,990","39,999",,
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
HP,Intel Core i3,64 bit Windows 11 Home,8,DDR4,512 GB,15.6,"38,490","50,990",24,4.2
ASUS,Intel Core i5,Windows 11 Home,16,DDR4,512 GB,16,"61,990","89,990",31,3.3
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
HP,Intel Core i3,64 bit Windows 11,16,DDR4,512 GB,15.6,"41,990","64,990",35,5
HP,Intel Core 5,Windows 11 Home,16,DDR4,512 GB,15.6,"62,990","74,990",16,3.8
HP,Intel Core i7,64 bit Windows 11,8,DDR4,512 GB,15.6,"58,990","88,999",33,4.2
ASUS,AMD Ryzen 5 Quad Core,Windows 11,8,LPDDR5,512 GB,14,"40,990","48,990",16,
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
ASUS,AMD Ryzen 7 Octa Core,Windows 11,16,DDR4,512 GB,15.6,"59,970","82,990",27,4.2
Acer,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"67,700","88,999",23,4.2
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
GIGABYTE,Intel Core i7,Windows 11,16,DDR5,1 TB,16,"1,02,990","1,62,000",36,4.6
DELL,Intel Core 5,Windows 11,16,LPDDR5X,512 GB,14,"67,990","84,517",19,
Samsung,Intel Core Ultra 5,64 bit Windows 11,16,LPDDR5X,512 GB,14,"1,10,990","1,51,789",26,4.4
Infinix,Intel Core i3,Windows 11,16,LPDDR4X,512 GB,16,"59,990",,,4.3
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
ASUS,Intel Core i9,Windows 11,16,LPDDR5,1 TB,15.6,"99,990","1,34,990",25,3.9
Acer,Intel Core i9,Windows 11,16,DDR5,1 TB,16,"1,39,990","1,71,999",18,4.1
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
HP,AMD Ryzen 7 Octa Core,Windows 11,16,DDR4,512 GB,15.6,"71,990","95,554",24,4.4
HP,Intel Core i5,64 bit Windows 11 Home,24,DDR4,512 GB,14,"57,990","86,990",33,
ASUS,Intel Core i5,64 bit Windows 11,16,LPDDR4X,512 GB,13.3,"72,990","1,16,990",37,4.2
Apple,Apple M4,Mac OS,16,Unified Memory,256 GB,15.3,"1,18,990","1,24,900",4,4.7
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
Infinix,Intel Core i5,64 bit Windows 11,16,LPDDR4X,512 GB,14,"47,701","64,999",26,4
ASUS,Intel Core 5,Windows 11 Home,16,DDR4,512 GB,15.6,"55,990","73,990",24,4.3
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
Lenovo,AMD Ryzen 3 Quad Core,64 bit Windows 11 Home,8,LPDDR5,512 GB,15.6,"37,999","55,242",31,4.5
ASUS,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"74,990","89,990",16,4.4
Samsung,Intel Core 5,Linux/Ubuntu,16,LPDDR4X,512 GB,15.6,"50,991","82,789",38,3.4
ASUS,Intel Core i5,Windows 11,16,DDR4,512 GB,14,"59,999","86,990",31,4.4
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
HP,Intel Celeron Dual Core,64 bit Windows 11,8,DDR4,256 GB,14,"35,900","37,966",5,3.8
HP,Intel Core i3,64 bit Windows 11 Home,8,DDR4,512 GB,15.6,"39,900","49,999",20,4.3
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
ASUS,Intel Celeron Dual Core,Windows 11,8,DDR4,512 GB,15.6,"36,999","38,999",5,4
HP,Intel Core i7,Windows 11,16,DDR4,512 GB,15.6,"84,990","99,527",14,4.4
MICROSOFT,Snapdragon X Plus,64 bit Windows 11 Home,16,LPDDR5X,512 GB,12,"96,990","1,02,999",5,4.2
HP,Intel Core i7,Windows 11,16,LPDDR5,1 TB,15.6,"1,49,588",,,4.5
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
ASUS,Intel Core i5,Windows 11,8,DDR4,512 GB,15.6,"62,989","89,990",30,4.3
Lenovo,Intel Core i5,Windows 11,16,LPDDR5,1 TB,14,"58,490","82,590",29,3.4
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
MICROSOFT,Snapdragon X Plus,Windows 11,16,LPDDR5X,256 GB,13.8,"1,15,990","1,16,999",,4.4
HP,Intel Core i3,Windows 11 Home,16,DDR4,512 GB,15.6,"45,990","56,001",17,4.1
HP,AMD Ryzen 7 Octa Core,64 bit Windows 11,16,DDR4,1 TB,15.6,"68,990","72,990",5,4.5
DELL,Intel Core i3,64 bit Windows 11 Home,16,DDR5,512 GB,14,"44,990","70,990",36,4.1
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
ASUS,Intel Core i3,Windows 11 Home,8,DDR4,512 GB,14,"39,800","50,990",21,4.3
Lenovo,Intel Core i7,Windows 11 Home,16,DDR5,512 GB,14,"79,990","99,790",19,4.2
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,512 GB,15.6,"75,990","89,999",15,
ASUS,Intel Core i3,Windows 11,8,DDR4,512 GB,15.6,"45,990","56,990",19,4.1
ASUS,Intel Core 5,Windows 11,16,DDR4,512 GB,15.6,"58,990","79,990",26,4
HP,AMD Ryzen 5,Windows 11 Home,8,DDR4,512 GB,15.6,"56,763","69,900",18,3.8
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
MICROSOFT,Snapdragon X Elite,Windows 11,16,LPDDR5X,256 GB,15,"1,19,990","1,42,999",16,
DELL,Intel Core i3,64 bit Windows 11 Home,8,DDR4,512 GB,15.6,"42,548","48,868",12,4.1
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
HP,Intel Core 3,Windows 11 Home,8,DDR4,512 GB,15.6,"41,828","50,990",17,4
HP,AMD Ryzen 5 Hexa Core,32 bit Windows 11,8,DDR4,256 GB,15.6,"42,990","49,999",14,4.3
HP,AMD Ryzen 3 Quad Core,64 bit Windows 11 Home,8,DDR5,512 GB,15.6,"37,800","55,990",32,3.6
MICROSOFT,Intel Core i5,Windows 11,8,LPDDR5,256 GB,13,"1,16,999",,,4.3
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
Lenovo,Intel Core i3,64 bit Windows 11,8,DDR4,512 GB,14,"40,990","65,990",37,4.7
MICROSOFT,Snapdragon X Plus,64 bit Windows 11 Home,16,LPDDR5X,256 GB,12,"87,990","93,999",6,4.9
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
ASUS,AMD Ryzen 3 Quad Core,Windows 11,8,LPDDR5,512 GB,14,"47,990","59,990",20,4.3
ASUS,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"61,990","80,990",23,4.3
HP,Intel Core 3,64 bit Windows 11 Home,16,DDR4,512 GB,14,"43,089","60,900",29,
Infinix,Intel Core i9,Windows 11,32,LPDDR5X,1 TB,15.6,"67,990","1,23,990",45,4
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
DELL,Intel Core 3,Windows 11,8,DDR5,512 GB,14,"61,490","71,479",13,5
Lenovo,Intel Core i3,Windows 11,8,DDR4,256 GB,15.6,"39,998","49,990",19,4.2
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
ASUS,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"57,790","78,990",26,4.2
MSI,Intel Core Ultra 7,Windows 11,16,LPDDR5,1 TB,13.3,"1,14,990","1,28,990",10,4.8
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"84,990","99,990",15,4.1
ASUS,AMD Ryzen Z1 Octa Core,Windows 11,16,LPDDR5,512 GB,7,"59,815","83,990",28,4.4
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
Lenovo,Intel Core i5,Windows 11,16,DDR5,512 GB,15.6,"90,000","1,04,999",14,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"55,990","59,990",6,4.2
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
MSI,Intel Core i7,Windows 11,16,DDR4,512 GB,15.6,"75,400","81,990",8,4.1
Lenovo,Intel Core i3,64 bit Windows 11,16,DDR4,512 GB,15.6,"42,490","72,990",41,5
Lenovo,Intel Core i3,Windows 11,8,LPDDR5,512 GB,15.6,"42,051","69,990",39,4.1
HP,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"62,990","88,791",29,4.3
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
HP,AMD Ryzen 5 Hexa Core,64 bit Windows 11,16,DDR4,512 GB,15.6,"46,669","59,900",22,4
Lenovo,Intel Core i7,Windows 11,16,DDR4,512 GB,14,"1,33,990","1,49,845",10,
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
ASUS,AMD Ryzen 7 Octa Core,64 bit Windows 11,16,DDR4,512 GB,15.6,"82,990","1,07,990",23,4.4
ASUS,Intel Core i5,Windows 11 Home,8,DDR4,512 GB,15.6,"68,999","98,999",30,
HP,Intel Core i5,64 bit Windows 11,16,DDR4,512 GB,14,"54,490","82,990",34,
DELL,Intel Core i3,Windows 11,8,DDR4,512 GB,15.6,"39,990","49,990",20,4.2
