Brand,Processor,OS,RAM,RAM_Type,SSD,Display,Selling_Price,Original_Price,Discount_on_OriginalPrice,Rating
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
ASUS,Intel Core Ultra 5,Windows 11 Home,16,DDR5,512 GB,14,"82,990","98,990",16,4.3
HP,Snapdragon X Elite,Windows 11,16,LPDDR5X,1 TB,14,"1,34,990","1,53,945",12,5
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
Primebook,MediaTek MT8788,Android,4,LPDDR4,,11.6,"24,990",,,4.2
ASUS,Intel Celeron Dual Core,Chrome,4,LPDDR4,,11.6,"26,400","31,990",17,4
ASUS,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,16,"72,990","1,02,990",29,4.5
DELL,Intel Core i5,64 bit Windows 11,16,DDR4,1 TB,15,"61,990","79,999",22,4.2
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
ASUS,Intel Core Ultra 9,Windows 11,16,LPDDR5X,1 TB,15.6,"1,01,499","1,52,990",33,3.9
HP,AMD Ryzen 5,Windows 11,16,LPDDR5,512 GB,14,"63,350","1,00,671",37,
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
MICROSOFT,Snapdragon X Elite,Windows 11,16,LPDDR5X,512 GB,13.8,"1,29,990","1,54,999",16,
MICROSOFT,Snapdragon X Elite,Windows 11,16,LPDDR5X,1 TB,15,"1,78,990","1,83,999",2,
HP,Intel Core i7,Windows 11 Home,16,DDR4,512 GB,14,"72,990","1,13,089",35,5
HP,AMD Ryzen 5 Hexa Core,32 bit Windows 11,8,DDR4,512 GB,15.6,"43,490","54,000",19,4.1
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
ASUS,AMD Ryzen 9 Octa Core,Windows 11,16,DDR4,1 TB,15.6,"1,30,990","1,97,999",33,4.6
ASUS,Intel Celeron Dual Core,Chrome,8,LPDDR4X,,15.6,"28,000","38,999",28,3.7
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
MSI,Intel Core Ultra 7,64 bit Windows 11,16,DDR5,1 TB,16,"1,59,990","1,79,990",11,4.7
WINGS,Intel Core i5,Windows 11,8,DDR4,512 GB,15.6,"34,990","59,999",41,4
MICROSOFT,Snapdragon X Elite,Windows 11,16,LPDDR5X,1 TB,13.8,"1,70,990","1,75,999",2,
Lenovo,Intel Core i5,Windows 11,16,LPDDR5,512 GB,16,"62,991","89,990",30,2.8
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
HP,Intel Core i3,64 bit Windows 11,8,DDR4,512 GB,15.6,"38,544","59,900",35,4.2
MICROSOFT,Snapdragon X Plus,Windows 11,16,LPDDR5X,512 GB,13.8,"1,09,990","1,34,999",18,
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
MSI,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"54,990","60,990",9,4.2
ASUS,Intel Core i3,64 bit Windows 11,8,DDR4,512 GB,15.6,"32,990","50,990",35,4.4
Lenovo,Intel Core i3,64 bit Windows 10,8,DDR4,512 GB,15.6,"35,997","54,990",34,4.3
DELL,Intel Core i3,Windows 11,8,DDR4,512 GB,15.6,"42,019","61,000",31,4.2
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
MSI,Intel Core i5,64 bit Windows 11,16,DDR4,512 GB,15.6,"64,199","80,990",20,4.3
Acer,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"64,500","98,000",34,4.1
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
HP,Intel Core i3,64 bit Windows 11,16,DDR4,512 GB,15.6,"43,990","49,999",12,4
Lenovo,Intel Core Ultra 7,Windows 11,16,LPDDR5X,1 TB,14,"1,06,046","1,53,990",31,4.3
Lenovo,AMD Ryzen 5 Quad Core,Windows 11,8,DDR5,512 GB,15.6,"42,582","59,999",29,3.9
HP,AMD Ryzen 3 Dual Core,64 bit Windows 11,8,DDR4,512 GB,15.6,"39,862","46,052",13,4.3
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
HP,AMD Ryzen 5,64 bit Windows 11,16,DDR5,512 GB,14,"58,847","96,990",39,4.7
ASUS,AMD Ryzen 3 Quad Core,64 bit Windows 11 Home,8,LPDDR5,512 GB,15.6,"38,001","50,990",25,
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
DELL,Intel Core i5,64 bit Windows 10,8,DDR4,256 GB,15.6,"45,990","72,990",36,4.3
Acer,Intel Core i5,64 bit Windows 11,16,DDR4,512 GB,15.6,"58,990","83,746",29,4.3
Lenovo,AMD Ryzen 5 Hexa Core,64 bit Windows 10,8,DDR4,512 GB,15.6,"38,990","78,290",50,4
Acer,Intel Core i7,64 bit Windows 11 Home,16,LPDDR5,512 GB,14,"74,990","1,06,999",29,4.3
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
Infinix,Intel Core i5,Windows 11,16,LPDDR5X,512 GB,16,"89,990","1,29,990",30,4.5
ASUS,Intel Core Ultra 7,Windows 11 Home,16,LPDDR5X,512 GB,14,"94,990","1,28,990",26,3.8
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
DELL,Intel Core i5,Windows 11,8,DDR4,512 GB,15.6,"54,990","59,990",8,3.7
HP,Qualcomm Snapdragon X,Windows 11,16,LPDDR5,1 TB,14,"72,990","88,226",17,
ASUS,Intel Core Ultra 7,Windows 11,32,LPDDR5X,1 TB,14,"1,48,990","1,82,990",18,4.7
HP,Intel Core i3,Chrome,8,LPDDR5,,15.6,"42,499","57,569",26,4.8
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
ASUS,Intel Core Ultra 7,Windows 11 Home,16,DDR5,512 GB,14,"82,990","1,10,990",25,4.5
HP,AMD Ryzen 3 Dual Core,64 bit Windows 11,16,DDR4,512 GB,14,"43,325","49,990",13,3.3
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
DELL,AMD Ryzen 5 Hexa Core,Windows 11,16,DDR5,512 GB,14,"58,890","77,373",23,
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"55,990","69,990",20,3.8
HP,AMD Ryzen 7 Hexa Core,Windows 11 Home,16,DDR5,512 GB,15.6,"72,990","84,838",13,5
HP,Intel Core i3,32 bit Windows 11,8,DDR4,512 GB,14,"39,990","41,990",4,4.1
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
walker,Intel Celeron Dual Core,Windows 11,4,LPDDR4,128 GB,14.1,"30,000",,,3.7
ASUS,AMD Ryzen 5 Quad Core,Windows 11,8,LPDDR5,512 GB,15.6,"62,990","74,990",16,4.4
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
Lenovo,Intel Core i3,Windows 11,8,DDR4,512 GB,14,"42,400","49,990",15,4.2
HP,Intel Core i5,64 bit Windows 10,8,DDR4,512 GB,15.6,"60,390","66,688",9,4.4
HP,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"55,695","69,999",20,4.1
MICROSOFT,Snapdragon X Elite,Windows 11,16,LPDDR5X,512 GB,15,"1,63,990","1,63,999",,
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
Acer,Intel Core i7,64 bit Windows 11 Home,16,DDR4,512 GB,15.6,"75,666","99,990",24,4.3
DELL,Intel Celeron Quad Core,64 bit Windows 11 Home,4,DDR4,256 GB,14,"32,990","41,990",21,3.6
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
HP,Intel Core i3,64 bit Windows 11,8,DDR4,512 GB,15.6,"39,790","54,999",27,
Acer,AMD Ryzen 7 Octa Core,64 bit Windows 11 Home,16,DDR4,512 GB,15.6,"47,990","74,990",36,4
Lenovo,Intel Core i7,Windows 11,16,DDR5,512 GB,15.6,"1,02,990","1,46,890",29,4.2
HP,Intel Core N,Chrome,4,LPDDR5,,14,"33,935",,,
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
ASUS,Intel Core Ultra 7,Windows 11 Home,16,DDR5,512 GB,16,"90,990","1,21,990",25,4.7
Apple,Apple M3,Mac OS,8,Unified Memory,512 GB,13,"1,18,990","1,34,900",11,4.7
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
HP,Intel Core i5,Windows 11 Home,8,DDR4,512 GB,15.6,"60,539",,,4.2
HP,AMD Ryzen 7 Octa Core,Windows 11 Home,16,DDR4,512 GB,15.6,"54,990","62,963",12,4.3
Acer,Intel Core i7,64 bit Windows 11 Home,16,DDR4,512 GB,15.6,"1,09,999","1,25,599",12,4.5
Apple,Apple M3,Mac OS,16,Unified Memory,256 GB,13.6,"90,590","1,14,900",21,4.6
DELL,Intel Core i5,Windows 11,16,DDR5,1 TB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
Apple,Apple M3,Mac OS,16,Unified Memory,512 GB,13,"1,34,900",,,4.7
ASUS,Intel Core Ultra 5,Windows 11,16,LPDDR5X,1 TB,16,"88,999","1,18,999",25,3.8
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
DELL,Intel Core i7,64 bit Windows 11,16,LPDDR5,512 GB,14,"93,990","1,05,000",10,4.3
Lenovo,Intel Core i3,Windows 11,8,LPDDR5,512 GB,14,"46,990","56,990",17,4.1
ASUS,Intel Core i5,Windows 11 Home,16,DDR4,512 GB,14,"63,990","86,990",26,4.4
DELL,Intel Core i5,64 bit Windows 11,16,DDR4,512GB,15.6,"58,578","70,900",17,4.2
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
DELL,Intel Core i5,64 bit Windows 11,16,LPDDR5,512 GB,14,"76,990","94,000",18,4
ASUS,AMD Ryzen 9 Octa Core,64 bit Windows 10,32,DDR4,512 GB,15.6,"1,84,990","2,27,990",18,4.8
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,1 TB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,1 TB,14,"1,01,990","1,16,859",12,4.8
ASUS,Intel Core 5,64 bit Windows 11 Home,32,DDR5,512 GB,14,"71,990","1,14,990",37,
HP,Intel Core i3,Windows 11,8,DDR4,512 GB,15.6,"39,671","49,990",20,4.2
Acer,Intel Core Ultra 7,64 bit Windows 11 Home,16,LPDDR5,512 GB,14,"69,990","1,14,999",39,4.1
Lenovo,Intel Core i3,Windows 11 Home,16,DDR4,1 TB,15.6,"42,990","52,990",18,4.1
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
ASUS,Intel Core i3,Windows 11 Home,8,DDR5,512 GB,15.6,"40,990","49,990",18,4.2
MICROSOFT,Snapdragon X Plus,Windows 11,16,LPDDR5X,512 GB,13,"1,34,990","1,34,999",,3.6
DELL,Intel Core i5,Windows 11,16,DDR5,512 GB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,1 TB,14,"60,990","87,704",30,
HP,AMD Ryzen 3 Quad Core,64 bit Windows 11 Home,8,DDR4,512 GB,15.6,"37,840","49,990",24,4.1
HP,AMD Ryzen 9 Octa Core,Windows 11,16,DDR5,512 GB,15.6,"1,19,999","1,24,319",3,4.3
HP,AMD Ryzen 5 Hexa Core,Windows 11 Home,16,DDR4,1 TB,15.6,"50,900","69,000",26,4
HP,AMD Ryzen 5 Hexa Core,Windows 11,8,DDR4,512 GB,15.6,"49,990","63,628",21,4.2
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
Apple,Apple M3,Mac OS,24,Unified Memory,512 GB,13.6,"1,46,990","1,54,900",5,
HP,Intel Core i3,64 bit Windows 11 Home,8,DDR4,512 GB,15.6,"39,990","53,990",25,
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
HP,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"53,191","75,990",30,
DELL,Snapdragon X Elite,Windows 11,16,LPDDR5,512 GB,13,"1,58,990","2,01,650",21,
HP,AMD Ryzen 3 Dual Core,Windows 11,8,DDR4,512 GB,15.6,"38,990","43,628",10,4
ASUS,AMD Ryzen 3 Quad Core,Windows 11 Home,8,DDR4,256 GB,15.6,"42,799","45,992",6,
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
ASUS,Intel Core Ultra 7,Windows 11 Home,16,LPDDR5X,512 GB,16,"1,74,990","2,21,990",21,4.1
HP,Intel Core i3,Windows 11,8,DDR4,1 TB,14,"38,990","54,990",29,4.3
DELL,Intel Core i5,Windows 11,16,DDR5,512 GB,15.6,"78,990","1,01,709",22,4.2
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,1 TB,14,"60,990","87,704",30,
HP,Intel Core Ultra 7,Windows 11 Home,32,LPDDR5X,512 GB,14,"1,38,000","1,60,689",14,4.6
Acer,Snapdragon X,64 bit Windows 11 Home,16,LPDDR5X,1 TB,14,"69,990","91,999",23,4.5
MSI,Intel Core i7,Windows 11,8,DDR4,512 GB,15.6,"61,990","83,990",26,4
Acer,Intel Core i7,64 bit Windows 11,16,DDR4,512 GB,14,"57,990","68,990",15,4.3
DELL,Intel Core i5,Windows 11,16,DDR4,1 TB,15.6,"56,990","64,874",12,4.3
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
MICROSOFT,Snapdragon X Plus,64 bit Windows 11,16,LPDDR5X,512 GB,12,"97,990","1,06,898",8,
Lenovo,Intel Core i3,Windows 11,8,DDR4,256 GB,15.6,"41,990","49,990",16,4.3
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
MSI,Intel Core i7,Windows 11,16,DDR4,512 GB,14,"63,990","85,990",25,3.9
Colorful,Intel Core i5,Windows 11,16,DDR5,512 GB,15.6,"99,999",,,4.5
ASUS,Intel Core i3,Windows 11,8,DDR4,512 GB,15.6,"45,892","55,990",18,4.3
Lenovo,Intel Core i5,64 bit Windows 11,16,DDR4,512 GB,14,"50,990","92,990",45,
Lenovo,AMD Ryzen 7 Octa Core,Windows 11 Home,24,DDR5,512 GB,15.6,"1,15,990","1,32,590",12,4.3
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,1 TB,14,"1,01,990","1,16,859",12,4.8
HP,Intel Core i3,32 bit Windows 11,8,DDR4,512 GB,14,"39,938","43,799",8,
ASUS,Intel Core i3,64 bit Windows 11 Home,8,DDR4,512 GB,14,"41,799","49,999",16,
DELL,Snapdragon X,Windows 11 Home,16,LPDDR5X,512 GB,14,"60,990","87,704",30,
ASUS,Intel Core 5,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"64,990","89,990",27,4.2
ASUS,Intel Core i5,Windows 11,16,DDR4,512 GB,16,"79,164","99,990",20,4.1
Apple,Apple M4,Mac OS,16,Unified Memory,512 GB,15.3,"1,37,990","1,44,900",4,4.6
HP,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"55,990","68,299",18,
Acer,AMD Ryzen 7 Octa Core,Windows 11,16,DDR5,512 GB,15.6,"77,999","98,999",21,4.2
DELL,Intel Core Ultra 5,Windows 11 Home,16,LPDDR5X,512 GB,14,"77,990","98,040",20,4.3
DELL,Intel Core i5,Windows 11,16,DDR5,512 GB,15.6,"78,990","1,01,709",22,4.2
DELL,Intel Core Ultra 7,Windows 11 Home,16,LPDDR5X,1 TB,13.3,"1,10,490","1,20,000",7,2.7
ASUS,AMD Ryzen 3 Quad Core,Windows 11,8,LPDDR5,1 TB,14,"39,938","45,990",13,4.4
DELL,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"50,490","63,416",20,4.2
DELL,Intel Core i5,Windows 11,16,DDR4,512 GB,15.6,"56,990","64,874",12,4.3
Lenovo,Intel Core i7,Windows 11,16,DDR4,512 GB,16,"1,24,499","1,62,373",23,
Lenovo,Intel Core i5,64 bit Windows 11,8,DDR4,1 TB,15.6,"49,399","77,990",36,4.1
HP,Intel Core Ultra 5,Windows 11,16,LPDDR5,512 GB,16,"79,990","89,000",10,4.3
HP,Intel Core i5,64 bit Windows 11,8,DDR4,512 GB,15.6,"53,690","64,400",16,3.6
ASUS,Intel Core 7,64 bit Windows 11 Home,16,DDR5,512 GB,15.6,"76,990","99,990",23,4.2
DELL,Intel Core Ultra 7,Windows 11,16,LPDDR5X,512 GB,14,"1,01,990","1,16,859",12,4.8
ASUS,AMD Ryzen 7 Octa Core,64 bit Windows 11,16,DDR4,512 GB,15.6,"87,600","98,990",11,4.1
HP,Intel Core i5,64 bit Windows 11,16,DDR4,512 GB,15.6,"54,143","62,990",14,4.3
DELL,Intel Core Ultra 5,Windows 11,16,LPDDR5X,512 GB,14,"90,490","1,02,656",11,4.3
DELL,Intel Core i7,Windows 11,16,DDR4,512 GB,15.6,"68,990","73,911",6,4.3
DELL,Intel Core i5,Linux/Ubuntu,16,DDR4,512 GB,14,"59,989","79,990",25,3.7
HP,Intel Core i5,Windows 11 Home,8,DDR4,512 GB,15.6,"74,990","78,500",4,3.6
